ID,Actual,Predicted,Posterior Probability
26160, <=50K, >50K,0.7272727272727273
26460, <=50K, <=50K,0.45454545454545453
22736, >50K, >50K,0.6363636363636364
23758, <=50K, >50K,0.5454545454545454
10442, <=50K, <=50K,0.09090909090909091
24919, <=50K, <=50K,0.0
8953, >50K, >50K,0.7272727272727273
11028, >50K, <=50K,0.45454545454545453
22209, >50K, >50K,0.5454545454545454
30504, <=50K, >50K,0.5454545454545454
30556, <=50K, >50K,0.5454545454545454
22913, >50K, <=50K,0.18181818181818182
27270, <=50K, <=50K,0.18181818181818182
23302, >50K, >50K,0.7272727272727273
24480, <=50K, >50K,0.8181818181818182
392, <=50K, >50K,0.5454545454545454
1705, <=50K, <=50K,0.2727272727272727
5284, <=50K, >50K,0.7272727272727273
22396, <=50K, <=50K,0.2727272727272727
13655, >50K, <=50K,0.36363636363636365
25846, <=50K, <=50K,0.2727272727272727
26436, <=50K, <=50K,0.2727272727272727
16569, <=50K, >50K,0.8181818181818182
15670, >50K, >50K,0.6363636363636364
2487, <=50K, <=50K,0.36363636363636365
30810, <=50K, >50K,0.7272727272727273
10924, <=50K, <=50K,0.18181818181818182
30508, <=50K, <=50K,0.45454545454545453
23236, <=50K, <=50K,0.18181818181818182
2461, >50K, >50K,0.7272727272727273
22437, <=50K, >50K,0.7272727272727273
9501, >50K, >50K,0.6363636363636364
30738, <=50K, >50K,0.5454545454545454
7137, <=50K, <=50K,0.45454545454545453
31153, <=50K, >50K,0.7272727272727273
14035, <=50K, >50K,0.7272727272727273
7627, <=50K, >50K,0.7272727272727273
15700, <=50K, >50K,0.7272727272727273
14006, <=50K, <=50K,0.18181818181818182
1374, <=50K, <=50K,0.36363636363636365
18731, <=50K, <=50K,0.09090909090909091
30002, <=50K, <=50K,0.18181818181818182
32111, <=50K, >50K,0.7272727272727273
15964, <=50K, >50K,0.7272727272727273
28687, <=50K, <=50K,0.45454545454545453
19660, <=50K, >50K,0.7272727272727273
30344, >50K, >50K,0.6363636363636364
14761, >50K, >50K,0.7272727272727273
4172, <=50K, <=50K,0.2727272727272727
6357, <=50K, <=50K,0.36363636363636365
31958, <=50K, <=50K,0.45454545454545453
4874, >50K, >50K,0.7272727272727273
22390, >50K, >50K,0.5454545454545454
19054, <=50K, >50K,0.7272727272727273
18920, <=50K, <=50K,0.0
4533, <=50K, <=50K,0.2727272727272727
21508, <=50K, <=50K,0.18181818181818182
10679, <=50K, >50K,0.5454545454545454
17552, >50K, >50K,0.8181818181818182
32531, >50K, >50K,0.6363636363636364
2610, <=50K, <=50K,0.45454545454545453
17148, <=50K, <=50K,0.45454545454545453
12888, <=50K, >50K,0.5454545454545454
24649, <=50K, >50K,0.7272727272727273
31810, >50K, <=50K,0.45454545454545453
25997, <=50K, >50K,0.7272727272727273
18396, <=50K, >50K,0.5454545454545454
2213, <=50K, >50K,0.7272727272727273
6075, <=50K, <=50K,0.09090909090909091
26606, <=50K, >50K,0.7272727272727273
16074, <=50K, <=50K,0.45454545454545453
18109, >50K, >50K,0.8181818181818182
23825, <=50K, >50K,0.7272727272727273
13171, >50K, >50K,0.5454545454545454
30059, >50K, <=50K,0.45454545454545453
10299, <=50K, <=50K,0.36363636363636365
27879, >50K, <=50K,0.45454545454545453
8150, <=50K, >50K,0.6363636363636364
3303, <=50K, >50K,0.8181818181818182
29553, <=50K, >50K,0.7272727272727273
25765, >50K, >50K,0.8181818181818182
29820, <=50K, <=50K,0.45454545454545453
21833, <=50K, >50K,0.5454545454545454
7503, <=50K, >50K,0.6363636363636364
5725, <=50K, <=50K,0.18181818181818182
15161, >50K, >50K,0.7272727272727273
9663, <=50K, <=50K,0.18181818181818182
25610, <=50K, <=50K,0.2727272727272727
12985, <=50K, <=50K,0.09090909090909091
22414, <=50K, >50K,0.8181818181818182
1972, <=50K, <=50K,0.36363636363636365
28141, <=50K, >50K,0.7272727272727273
28227, <=50K, >50K,0.5454545454545454
13993, <=50K, >50K,0.7272727272727273
18401, <=50K, <=50K,0.2727272727272727
17713, <=50K, >50K,0.7272727272727273
22016, <=50K, >50K,0.5454545454545454
26146, <=50K, <=50K,0.2727272727272727
2084, <=50K, >50K,0.7272727272727273
15006, <=50K, <=50K,0.2727272727272727
5813, <=50K, >50K,0.6363636363636364
17076, <=50K, <=50K,0.2727272727272727
19430, <=50K, <=50K,0.36363636363636365
1487, <=50K, <=50K,0.09090909090909091
8370, <=50K, >50K,0.7272727272727273
28080, <=50K, <=50K,0.0
5012, <=50K, <=50K,0.2727272727272727
2846, >50K, >50K,0.7272727272727273
25051, <=50K, <=50K,0.18181818181818182
9562, >50K, <=50K,0.2727272727272727
7226, <=50K, >50K,0.5454545454545454
11510, <=50K, <=50K,0.09090909090909091
3316, <=50K, <=50K,0.09090909090909091
20647, <=50K, <=50K,0.36363636363636365
1846, <=50K, >50K,0.5454545454545454
6752, >50K, >50K,0.7272727272727273
21200, <=50K, >50K,0.7272727272727273
13877, <=50K, >50K,0.7272727272727273
10363, >50K, >50K,0.7272727272727273
4051, <=50K, >50K,0.7272727272727273
5868, >50K, >50K,0.7272727272727273
17419, <=50K, >50K,0.7272727272727273
3773, <=50K, >50K,0.7272727272727273
25622, <=50K, >50K,0.7272727272727273
8317, <=50K, <=50K,0.45454545454545453
27070, <=50K, <=50K,0.2727272727272727
6038, <=50K, <=50K,0.45454545454545453
25949, >50K, <=50K,0.45454545454545453
31961, <=50K, <=50K,0.36363636363636365
28650, <=50K, >50K,0.7272727272727273
29643, >50K, <=50K,0.09090909090909091
2442, <=50K, >50K,0.7272727272727273
27725, >50K, >50K,0.7272727272727273
4368, <=50K, >50K,0.6363636363636364
16366, <=50K, <=50K,0.45454545454545453
12641, <=50K, >50K,0.7272727272727273
11212, >50K, >50K,0.5454545454545454
8422, <=50K, <=50K,0.45454545454545453
20606, <=50K, >50K,0.7272727272727273
25994, <=50K, <=50K,0.18181818181818182
31907, >50K, <=50K,0.45454545454545453
20144, <=50K, <=50K,0.18181818181818182
26840, <=50K, >50K,0.7272727272727273
28729, >50K, >50K,0.5454545454545454
10813, <=50K, >50K,0.7272727272727273
4192, <=50K, <=50K,0.18181818181818182
12611, <=50K, >50K,0.7272727272727273
19177, <=50K, <=50K,0.18181818181818182
19630, <=50K, >50K,0.5454545454545454
3274, >50K, >50K,0.7272727272727273
12430, >50K, >50K,0.7272727272727273
20159, <=50K, >50K,0.7272727272727273
1114, <=50K, <=50K,0.45454545454545453
20641, <=50K, >50K,0.5454545454545454
7685, <=50K, >50K,0.8181818181818182
16217, <=50K, <=50K,0.45454545454545453
21286, <=50K, >50K,0.7272727272727273
28251, <=50K, >50K,0.7272727272727273
132, <=50K, <=50K,0.18181818181818182
10004, >50K, <=50K,0.45454545454545453
27817, >50K, >50K,0.5454545454545454
7347, <=50K, >50K,0.7272727272727273
31216, <=50K, <=50K,0.09090909090909091
3213, >50K, >50K,0.6363636363636364
158, <=50K, <=50K,0.2727272727272727
4872, <=50K, <=50K,0.2727272727272727
19983, <=50K, <=50K,0.36363636363636365
615, <=50K, <=50K,0.2727272727272727
258, <=50K, >50K,0.6363636363636364
10819, <=50K, >50K,0.7272727272727273
4022, <=50K, <=50K,0.2727272727272727
7051, <=50K, <=50K,0.0
8436, <=50K, <=50K,0.18181818181818182
13826, <=50K, >50K,0.5454545454545454
22277, >50K, >50K,0.8181818181818182
6267, <=50K, >50K,0.7272727272727273
18419, >50K, <=50K,0.45454545454545453
13815, <=50K, <=50K,0.45454545454545453
17358, <=50K, >50K,0.7272727272727273
29523, >50K, >50K,0.7272727272727273
9145, <=50K, >50K,0.7272727272727273
29378, <=50K, <=50K,0.2727272727272727
6941, <=50K, >50K,0.5454545454545454
