ID,Actual,Predicted,Posterior Probability
13655, >50K, <=50K,0.31233229175189553
25846, <=50K, <=50K,0.22293250590012745
26436, <=50K, <=50K,0.0393207807254449
16569, <=50K, <=50K,0.10213243931145415
15670, >50K, <=50K,0.28559012308559517
2487, <=50K, <=50K,0.272344468407204
30810, <=50K, <=50K,0.053984177740121125
10924, <=50K, <=50K,0.03925288836753739
30508, <=50K, <=50K,0.06612907123890714
23236, <=50K, <=50K,0.016304416466099814
2461, >50K, <=50K,0.297582830537655
22437, <=50K, <=50K,0.4669993471214756
9501, >50K, <=50K,0.16487526016906406
30738, <=50K, <=50K,0.19615359072138397
7137, <=50K, <=50K,0.32093900578074447
31153, <=50K, <=50K,0.08624717829731826
14035, <=50K, <=50K,0.31687197270266954
7627, <=50K, <=50K,0.2623532085178304
15700, <=50K, <=50K,0.10044694531919145
14006, <=50K, <=50K,0.0
1374, <=50K, >50K,0.5719450908782749
18731, <=50K, <=50K,0.03538063827617195
30002, <=50K, <=50K,0.07986759605262984
32111, <=50K, <=50K,0.1506150711960803
15964, <=50K, <=50K,0.31270730365563204
28687, <=50K, <=50K,0.2557224841376853
19660, <=50K, <=50K,0.24707014595492585
30344, >50K, <=50K,0.18442598791747375
14761, >50K, <=50K,0.37241893297998757
4172, <=50K, <=50K,0.031548568112052706
6357, <=50K, <=50K,0.13547725653852857
31958, <=50K, <=50K,0.09872419505078005
4874, >50K, >50K,0.5003564589926366
22390, >50K, >50K,0.5000774073290062
19054, <=50K, <=50K,0.017724991308212604
18920, <=50K, <=50K,0.0968108205688887
4533, <=50K, <=50K,0.0
21508, <=50K, <=50K,0.06176168688448955
10679, <=50K, <=50K,0.3233141478033032
17552, >50K, >50K,0.5008653548289881
32531, >50K, <=50K,0.3290268197891723
2610, <=50K, <=50K,0.21720414061638252
17148, <=50K, <=50K,0.2726907389573137
12888, <=50K, <=50K,0.3731929855793951
24649, <=50K, <=50K,0.13854437159755487
31810, >50K, <=50K,0.2809841245378393
25997, <=50K, <=50K,0.21697417641725317
18396, <=50K, <=50K,0.12199015181865733
2213, <=50K, <=50K,0.24495104897078815
6075, <=50K, <=50K,0.03878606376974214
26606, <=50K, <=50K,0.24782629087729582
16074, <=50K, <=50K,0.20664359387248515
18109, >50K, <=50K,0.3805711943436759
23825, <=50K, <=50K,0.2848257004069988
13171, >50K, <=50K,0.268189736602164
30059, >50K, <=50K,0.20380225923990977
10299, <=50K, <=50K,0.22350762324922838
27879, >50K, <=50K,0.37707757889544646
8150, <=50K, <=50K,0.0222139499529746
3303, <=50K, <=50K,0.1996569713198834
29553, <=50K, <=50K,0.326335560253853
25765, >50K, <=50K,0.32005885143070706
29820, <=50K, <=50K,0.16823797631974038
21833, <=50K, <=50K,0.07458119809600629
7503, <=50K, <=50K,0.0
5725, <=50K, <=50K,0.034637192676480175
15161, >50K, <=50K,0.37072259625639103
9663, <=50K, <=50K,0.07800421721890002
25610, <=50K, <=50K,0.05213719427516141
12985, <=50K, <=50K,0.12644978005974364
22414, <=50K, <=50K,0.3014139823470299
1972, <=50K, <=50K,0.10869398116729705
28141, <=50K, <=50K,0.10644249978834297
28227, <=50K, <=50K,0.3202732018454137
13993, <=50K, <=50K,0.3423205719622651
18401, <=50K, <=50K,0.07921686824105845
17713, <=50K, <=50K,0.2934683150873536
22016, <=50K, <=50K,0.12580756140847765
26146, <=50K, <=50K,0.08422516697978871
2084, <=50K, <=50K,0.16628267588942616
15006, <=50K, <=50K,0.0988584008322279
5813, <=50K, <=50K,0.017567626732363024
17076, <=50K, <=50K,0.0951409862094142
19430, <=50K, <=50K,0.3305234792524618
1487, <=50K, <=50K,0.10666738675767355
8370, <=50K, <=50K,0.22369359511449372
28080, <=50K, <=50K,0.024510891287131978
5012, <=50K, <=50K,0.06118649680914226
2846, >50K, <=50K,0.34732377663588127
25051, <=50K, <=50K,0.08284682676425174
9562, >50K, <=50K,0.06925935960894464
7226, <=50K, <=50K,0.06246215167586247
11510, <=50K, <=50K,0.0
3316, <=50K, <=50K,0.0
20647, <=50K, <=50K,0.09918588781636918
1846, <=50K, <=50K,0.08678944404603105
6752, >50K, <=50K,0.39065271200934776
21200, <=50K, <=50K,0.4351656002040563
13877, <=50K, <=50K,0.2485089232925719
10363, >50K, <=50K,0.2922289113131727
4051, <=50K, >50K,0.5325056355167468
5868, >50K, >50K,0.5327610977607227
17419, <=50K, <=50K,0.3538569910221541
3773, <=50K, <=50K,0.4415300021109412
25622, <=50K, <=50K,0.28759626008477457
8317, <=50K, <=50K,0.33009401150531226
27070, <=50K, <=50K,0.10915467359792679
6038, <=50K, <=50K,0.17705995322056386
25949, >50K, <=50K,0.1768437645505591
31961, <=50K, <=50K,0.25538206717800094
28650, <=50K, <=50K,0.2423984362622176
29643, >50K, <=50K,0.2444045684051188
2442, <=50K, <=50K,0.17776273790872035
27725, >50K, <=50K,0.22198499885205145
4368, <=50K, <=50K,0.2683594196468699
16366, <=50K, <=50K,0.09349123727364549
12641, <=50K, <=50K,0.3171991251862317
11212, >50K, <=50K,0.12250435332681492
8422, <=50K, <=50K,0.03438334986694557
20606, <=50K, <=50K,0.24273986048898613
25994, <=50K, <=50K,0.21589100441039522
31907, >50K, <=50K,0.2209105391931879
20144, <=50K, <=50K,0.060079576008488844
26840, <=50K, <=50K,0.3276123347472299
28729, >50K, <=50K,0.40347009143245544
10813, <=50K, <=50K,0.06498518303622097
4192, <=50K, <=50K,0.020073927075241232
12611, <=50K, <=50K,0.11677487848230816
19177, <=50K, <=50K,0.08060874784380699
19630, <=50K, <=50K,0.06842033368119432
3274, >50K, <=50K,0.32076816548381687
12430, >50K, <=50K,0.4276122421443314
20159, <=50K, <=50K,0.2634010498776137
1114, <=50K, <=50K,0.16201672562251068
20641, <=50K, <=50K,0.17964036731062785
7685, <=50K, <=50K,0.28766351445664873
16217, <=50K, <=50K,0.043258042827485396
21286, <=50K, <=50K,0.2889981524302801
28251, <=50K, <=50K,0.20892036724641644
132, <=50K, <=50K,0.0
10004, >50K, <=50K,0.14036974669541558
27817, >50K, <=50K,0.2479834128604458
7347, <=50K, <=50K,0.24108292346627574
31216, <=50K, <=50K,0.04007429363614264
3213, >50K, >50K,0.5668507545645173
158, <=50K, <=50K,0.12340866684531436
4872, <=50K, <=50K,0.0522183672408872
19983, <=50K, <=50K,0.22163370112434225
615, <=50K, <=50K,0.10395188776576346
258, <=50K, <=50K,0.023747691360548513
10819, <=50K, <=50K,0.182936471911576
4022, <=50K, <=50K,0.011237370172050395
7051, <=50K, <=50K,0.08467941275388148
8436, <=50K, <=50K,0.0769068706533861
13826, <=50K, <=50K,0.2545928896023615
22277, >50K, <=50K,0.09454051011527596
6267, <=50K, <=50K,0.22132150576108714
18419, >50K, <=50K,0.17452817072018667
13815, <=50K, <=50K,0.14379769837222986
17358, <=50K, <=50K,0.2703461879244186
29523, >50K, <=50K,0.3665636347454904
9145, <=50K, <=50K,0.28759626008477457
29378, <=50K, <=50K,0.1506296167983753
6941, <=50K, <=50K,0.053329905430602585
