ID,Actual,Predicted,Posterior Probability
738, <=50K, <=50K,0.5
10680, <=50K, <=50K,0.25
20035, <=50K, <=50K,0.5
13636, <=50K, <=50K,0.25
18454, <=50K, <=50K,0.25
17269, <=50K, >50K,0.75
31361, <=50K, <=50K,0.25
27538, <=50K, <=50K,0.5
8266, <=50K, <=50K,0.25
2457, <=50K, <=50K,0.25
14444, <=50K, <=50K,0.25
51, <=50K, >50K,0.75
10913, >50K, >50K,0.75
12158, >50K, <=50K,0.5
15757, <=50K, <=50K,0.5
19587, <=50K, <=50K,0.25
15884, <=50K, <=50K,0.25
17845, <=50K, <=50K,0.0
21205, <=50K, >50K,0.75
30528, <=50K, >50K,0.75
13047, <=50K, >50K,0.75
26684, >50K, >50K,0.75
17332, >50K, >50K,0.75
14324, <=50K, <=50K,0.25
31860, <=50K, <=50K,0.0
27160, >50K, <=50K,0.5
17808, <=50K, <=50K,0.5
25937, <=50K, <=50K,0.25
17772, >50K, >50K,0.75
32244, <=50K, <=50K,0.5
25308, <=50K, <=50K,0.0
25704, <=50K, <=50K,0.25
3885, >50K, <=50K,0.5
12665, <=50K, <=50K,0.25
21388, <=50K, <=50K,0.25
22945, <=50K, <=50K,0.5
8215, <=50K, >50K,0.75
4333, <=50K, >50K,0.75
12954, <=50K, <=50K,0.0
9183, >50K, >50K,0.75
24392, <=50K, <=50K,0.25
26160, <=50K, >50K,0.75
26460, <=50K, <=50K,0.25
22736, >50K, >50K,0.75
23758, <=50K, <=50K,0.5
10442, <=50K, <=50K,0.0
24919, <=50K, <=50K,0.0
8953, >50K, >50K,0.75
11028, >50K, <=50K,0.25
22209, >50K, >50K,0.75
30504, <=50K, <=50K,0.5
30556, <=50K, <=50K,0.25
22913, >50K, <=50K,0.25
27270, <=50K, <=50K,0.25
23302, >50K, >50K,0.75
24480, <=50K, >50K,0.75
392, <=50K, <=50K,0.5
1705, <=50K, <=50K,0.25
5284, <=50K, >50K,0.75
22396, <=50K, <=50K,0.0
13655, >50K, <=50K,0.5
25846, <=50K, <=50K,0.25
26436, <=50K, <=50K,0.0
16569, <=50K, >50K,0.75
15670, >50K, >50K,0.75
2487, <=50K, <=50K,0.25
30810, <=50K, <=50K,0.5
10924, <=50K, <=50K,0.25
30508, <=50K, <=50K,0.5
23236, <=50K, <=50K,0.0
2461, >50K, >50K,0.75
22437, <=50K, >50K,0.75
9501, >50K, >50K,1.0
30738, <=50K, <=50K,0.25
7137, <=50K, <=50K,0.25
31153, <=50K, >50K,0.75
14035, <=50K, >50K,0.75
7627, <=50K, >50K,0.75
15700, <=50K, >50K,0.75
14006, <=50K, <=50K,0.5
1374, <=50K, <=50K,0.5
18731, <=50K, <=50K,0.25
30002, <=50K, <=50K,0.25
32111, <=50K, >50K,0.75
15964, <=50K, >50K,0.75
28687, <=50K, <=50K,0.25
19660, <=50K, >50K,0.75
30344, >50K, <=50K,0.5
14761, >50K, >50K,0.75
4172, <=50K, <=50K,0.0
6357, <=50K, <=50K,0.5
31958, <=50K, <=50K,0.5
4874, >50K, >50K,0.75
22390, >50K, <=50K,0.25
19054, <=50K, <=50K,0.5
18920, <=50K, <=50K,0.0
4533, <=50K, <=50K,0.5
21508, <=50K, <=50K,0.25
10679, <=50K, <=50K,0.25
17552, >50K, >50K,0.75
32531, >50K, >50K,1.0
2610, <=50K, <=50K,0.25
17148, <=50K, <=50K,0.5
12888, <=50K, <=50K,0.25
24649, <=50K, <=50K,0.5
31810, >50K, <=50K,0.25
25997, <=50K, >50K,0.75
18396, <=50K, <=50K,0.25
2213, <=50K, <=50K,0.5
6075, <=50K, <=50K,0.0
26606, <=50K, >50K,0.75
16074, <=50K, <=50K,0.5
18109, >50K, >50K,0.75
23825, <=50K, >50K,0.75
13171, >50K, <=50K,0.25
30059, >50K, <=50K,0.5
10299, <=50K, <=50K,0.5
27879, >50K, <=50K,0.5
8150, <=50K, <=50K,0.5
3303, <=50K, >50K,0.75
29553, <=50K, <=50K,0.25
25765, >50K, >50K,0.75
29820, <=50K, <=50K,0.25
21833, <=50K, <=50K,0.5
7503, <=50K, <=50K,0.25
5725, <=50K, <=50K,0.25
15161, >50K, >50K,0.75
9663, <=50K, <=50K,0.25
25610, <=50K, <=50K,0.25
12985, <=50K, <=50K,0.0
22414, <=50K, >50K,0.75
1972, <=50K, <=50K,0.0
28141, <=50K, >50K,0.75
28227, <=50K, <=50K,0.25
13993, <=50K, >50K,0.75
18401, <=50K, <=50K,0.0
17713, <=50K, <=50K,0.5
22016, <=50K, <=50K,0.5
26146, <=50K, <=50K,0.25
2084, <=50K, >50K,0.75
15006, <=50K, <=50K,0.25
5813, <=50K, <=50K,0.25
17076, <=50K, <=50K,0.25
19430, <=50K, <=50K,0.5
1487, <=50K, <=50K,0.0
8370, <=50K, >50K,0.75
28080, <=50K, <=50K,0.0
5012, <=50K, <=50K,0.5
2846, >50K, >50K,0.75
25051, <=50K, <=50K,0.25
9562, >50K, <=50K,0.0
7226, <=50K, <=50K,0.5
11510, <=50K, <=50K,0.25
3316, <=50K, <=50K,0.25
20647, <=50K, <=50K,0.5
1846, <=50K, <=50K,0.25
6752, >50K, >50K,0.75
21200, <=50K, >50K,0.75
13877, <=50K, >50K,0.75
10363, >50K, >50K,0.75
4051, <=50K, >50K,0.75
5868, >50K, >50K,0.75
17419, <=50K, >50K,0.75
3773, <=50K, >50K,0.75
25622, <=50K, >50K,0.75
8317, <=50K, <=50K,0.5
27070, <=50K, <=50K,0.25
6038, <=50K, <=50K,0.5
25949, >50K, <=50K,0.5
31961, <=50K, <=50K,0.5
28650, <=50K, >50K,0.75
29643, >50K, <=50K,0.25
2442, <=50K, >50K,0.75
27725, >50K, >50K,0.75
4368, <=50K, <=50K,0.25
16366, <=50K, >50K,0.75
12641, <=50K, <=50K,0.5
11212, >50K, <=50K,0.25
8422, <=50K, <=50K,0.25
20606, <=50K, >50K,0.75
25994, <=50K, <=50K,0.0
31907, >50K, <=50K,0.5
20144, <=50K, <=50K,0.25
26840, <=50K, >50K,0.75
28729, >50K, >50K,0.75
10813, <=50K, >50K,0.75
4192, <=50K, <=50K,0.0
12611, <=50K, <=50K,0.5
19177, <=50K, <=50K,0.0
19630, <=50K, <=50K,0.5
3274, >50K, >50K,0.75
12430, >50K, >50K,0.75
20159, <=50K, >50K,0.75
1114, <=50K, <=50K,0.5
20641, <=50K, <=50K,0.25
7685, <=50K, >50K,0.75
16217, <=50K, <=50K,0.5
21286, <=50K, >50K,0.75
28251, <=50K, >50K,0.75
132, <=50K, <=50K,0.0
10004, >50K, <=50K,0.25
27817, >50K, <=50K,0.25
7347, <=50K, >50K,0.75
31216, <=50K, <=50K,0.0
3213, >50K, >50K,0.75
158, <=50K, <=50K,0.5
4872, <=50K, <=50K,0.25
19983, <=50K, <=50K,0.5
615, <=50K, <=50K,0.25
258, <=50K, <=50K,0.25
10819, <=50K, >50K,0.75
4022, <=50K, <=50K,0.25
7051, <=50K, <=50K,0.0
8436, <=50K, <=50K,0.25
13826, <=50K, <=50K,0.25
22277, >50K, >50K,0.75
6267, <=50K, >50K,0.75
18419, >50K, >50K,0.75
13815, <=50K, <=50K,0.5
17358, <=50K, >50K,0.75
29523, >50K, >50K,0.75
9145, <=50K, >50K,0.75
29378, <=50K, >50K,0.75
6941, <=50K, <=50K,0.5
